Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Livro de Revisões completo,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Possibilidade de financiamento,Tipo de cor,Classe do veículo,IUC,Inspecção válida até,Origem,Não fumador,IVA Discriminado,Autonomia Máxima,Sub-modelo,Consumo Combinado,Bateria,Garantia de Fábrica até,Capacidade da bateria,ou até,Autonomia,Consumo,Site,Portugal,Data
Profissional,Renault,Captur,1.5 dCi,Diesel,Fevereiro,2017,104 980 km,1 461 cm3,90 cv,SUV / TT,Cinzento,Manual,5,5,5,Tracção dianteira,,18 Meses,1,Sim,Sim,4 l/100km,,Usados,,14 990,8091560823,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-ID8PBmBx.html,,Sim,Metalizado,Classe 1,,,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio,0.9 TCe Limited,Gasolina,Maio,2019,71 700 km,898 cm3,90 cv,Citadino,Vermelho,Manual,5,5,5,Tracção dianteira,132 g/km,18 Meses,,Sim,Sim,"6,30 l/100km","4,20 l/100km",Usados,Mostrar VIN,14 900,8091653002,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-limited-ID8PBKAi.html,Sim,Sim,Metalizado,Classe 1,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,308,,Gasolina,Julho,2015,148 500 km,1 199 cm3,110 cv,Utilitário,Cinzento,Manual,6,5,5,,,18 Meses,,,Sim,,,Usados,,13 400,8091619414,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-ID8PBBQy.html,Sim,,,Classe 1,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Particular,Lancia,Ypsilon,1.2 S&S Urban,Gasolina,Abril,2015,80 778 km,1 242 cm3,69 cv,Citadino,Branco,Manual,5,5,5,Tracção dianteira,120 g/km,,1,Sim,Sim,"6,40 l/100km","4,10 l/100km",Usados,Mostrar VIN,7 740,8090022140,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/lancia-ypsilon-1-2-s-s-urban-ID8PuUk4.html,,,,Classe 1,"108,32 €",14 Abril 2024,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Citroën,C4,1.6 BlueHDi Feel EAT6,Diesel,Maio,2017,166 217 km,1 560 cm3,120 cv,Utilitário,Vermelho,Automática,,5,5,,,18 Meses,,,Sim,,,Usados,,14 990,8088008891,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-1-6-bluehdi-feel-eat6-ID8PmsAj.html,Sim,Sim,Metalizado,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio,1.2 TCE GT EDC,Gasolina,Agosto,2014,98 869 km,1 197 cm3,120 cv,Utilitário,Vermelho,Automática,,5,5,,,18 Meses,,,Sim,,,Usados,,12 990,8091287512,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-2-tce-gt-edc-ID8PAdwi.html,Sim,Sim,Metalizado,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio,1.2 TCE GT EDC,Gasolina,Junho,2015,142 047 km,1 197 cm3,120 cv,Utilitário,Vermelho,Automática,6,5,5,,,18 Meses,,,Sim,,,Usados,,13 990,8091750588,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-2-tce-gt-edc-ID8PC9Yg.html,Sim,Sim,Metalizado,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,VW,Polo,1.0 Trendline,Gasolina,Março,2019,83 000 km,999 cm3,80 cv,Citadino,Cinzento,Manual,5,5,5,Tracção dianteira,125 g/km,18 Meses,1,Sim,Sim,"6,10 l/100km","4,10 l/100km",Usados,Mostrar VIN,13 780,8091609655,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-trendline-ID8PBzj9.html,Sim,Sim,Metalizado,Classe 1,108 €,15 Março 2025,Nacional,Sim,Sim,850 km,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Citroën,C4 Cactus,1.2 PureTech Shine Pack,Gasolina,Junho,2019,90 000 km,1 199 cm3,110 cv,Utilitário,Cinzento,Manual,,5,5,,,18 Meses,,,,,,Usados,,14 700,8091877131,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-shine-pack-ID8PCGTh.html,Sim,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,308 SW,1.6 BlueHDi Access,Diesel,Janeiro,2017,156 958 km,1 560 cm3,100 cv,Carrinha,Preto,Manual,5,5,5,Tracção dianteira,95 g/km,18 Meses,,,Sim,"4,30 l/100km","3,20 l/100km",Usados,,12 990,8091877117,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-access-ID8PCGT3.html,,Sim,,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Nissan,Qashqai,1.5 dCi Acenta,Diesel,Junho,2015,160 000 km,1 461 cm3,110 cv,SUV / TT,Cinzento,Manual,6,5,5,Tracção dianteira,99 g/km,18 Meses,1,Sim,Sim,,,Usados,Mostrar VIN,13 980,8091751565,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-acenta-ID8PCae1.html,,Sim,,Classe 1,,29 Junho 2024,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Particular,Audi,A3,1.6 TDI (clean diesel) Ambition,Diesel,Janeiro,2015,133 000 km,1 598 cm3,110 cv,Utilitário,Cinzento,Manual,6,5,5,Tracção dianteira,105 g/km,,1,Sim,Sim,"4,70 l/100km","3,60 l/100km",Usados,Mostrar VIN,13 800,8091023492,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-1-6-tdi-clean-diesel-ambition-ID8Pz6OU.html,,,Metalizado,Classe 1,,27 Janeiro 2025,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,308,1.6 e-HDi Active,Diesel,Outubro,2014,193 000 km,1 560 cm3,115 cv,Carrinha,Branco,Manual,,5,5,Tracção dianteira,,18 Meses,,,,,,Usados,,11 250,8091925109,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-e-hdi-active-ID8PCTn7.html,Sim,Sim,Metalizado,Classe 1,,,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio Sport Tourer,1.5 dCi GT Line,Diesel,Janeiro,2018,113 306 km,1 461 cm3,110 cv,Carrinha,Branco,Manual,,5,5,,90 g/km,18 Meses,,,Sim,,,Usados,,14 700,8088835490,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-gt-line-ID8PpWCy.html,Sim,Sim,Metalizado,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Citroën,C4 Picasso,BlueHDi 120 EAT6 Business Class,Diesel,Janeiro,2017,161 368 km,1 560 cm3,120 cv,Monovolume,Azul,Automática,,5,5,,,18 Meses,,Sim,Sim,,,Usados,,14 990,8089198423,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-picasso-bluehdi-120-eat6-business-class-ID8Prs2j.html,Sim,Sim,Metalizado,,,,Importado,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Março,2020,36 742 km,999 cm3,100 cv,Utilitário,Azul,Manual,,5,5,,,18 Meses,,,Sim,,,Usados,,14 900,8090339890,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8PveZ4.html,Sim,Sim,Metalizado,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,500,1.3 MJ Pop S&S,Diesel,Outubro,2018,148 155 km,1 248 cm3,95 cv,Pequeno citadino,Preto,Manual,,3,4,,89 g/km,18 Meses,,,Sim,,,Usados,,13 490,8088544777,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-3-mj-pop-s-s-ID8PoHZD.html,Sim,Sim,Metalizado,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,500,1.2 Lounge S&S,Gasolina,Outubro,2019,35 414 km,1 242 cm3,69 cv,Citadino,Cinzento,Manual,,3,4,,,18 Meses,,,Sim,,,Usados,,13 990,8087224145,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-s-s-ID8Pjar7.html,Sim,Sim,Metalizado,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,SEAT,Leon,,Diesel,Maio,2014,154 213 km,1 968 cm3,184 cv,Carrinha,Vermelho,Manual,,4,,,,36 Meses,,,,,,Usados,,14 999,8089585086,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-ID8Pt4CO.html,Sim,Sim,Metalizado,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Captur,0.9 TCE,Gasolina,Fevereiro,2018,95 000 km,898 cm3,90 cv,SUV / TT,Cinzento,Manual,,5,5,,,18 Meses,,Sim,Sim,,,Usados,,13 990,8091935454,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-ID8PCV3Y.html,Sim,Sim,,Classe 1,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,500,1.2 Lounge,Gasolina,Julho,2019,33 000 km,1 242 cm3,69 cv,Citadino,Branco,Manual,,3,4,,,18 Meses,,,,,,Usados,,14 900,8090758205,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8PxZO5.html,,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,SEAT,Ibiza,1.6 TDI Reference,Diesel,Setembro,2019,58 330 km,1 598 cm3,95 cv,Citadino,Azul,Manual,,5,5,,,36 Meses,,,,,,Usados,,14 950,8091624335,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-6-tdi-reference-ID8PBD7W.html,Sim,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,Panda,1.0 Hybrid City Life,Gasolina,Março,2022,50 388 km,999 cm3,70 cv,Citadino,Branco,Manual,6,5,5,Tracção dianteira,125 g/km,24 Meses,1,,Sim,,,Usados,Mostrar VIN,13 250,8091814518,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-0-hybrid-city-life-ID8PCqBo.html,Sim,Sim,,Classe 1,109 €,,Nacional,,Sim,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,VW,Golf Variant,1.6 TDi Confortline,Diesel,Fevereiro,2015,134 194 km,1 598 cm3,90 cv,Carrinha,Preto,Manual,5,5,5,,,18 Meses,,,Sim,,,Usados,,13 449,8091889678,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-confortline-ID8PCK9E.html,,Sim,,,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Particular,Peugeot,2008,1.2 PureTech Style,Gasolina,Setembro,2017,64 000 km,1 199 cm3,82 cv,SUV / TT,Branco,Manual,5,5,5,Tracção dianteira,114 g/km,,1,,,6 l/100km,"4,30 l/100km",Usados,,12 900,8091762276,4 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-style-ID8PCd0M.html,,,,Classe 1,111 €,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Kia,Ceed SW,1.4 CRDi EX,Diesel,Março,2017,173 845 km,1 396 cm3,90 cv,Carrinha,Preto,Manual,6,5,5,Tracção dianteira,109 g/km,24 Meses,1,,Sim,,,Usados,Mostrar VIN,12 900,8091442793,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-ceed-sw-1-4-crdi-ex-ID8PARTP.html,Sim,Sim,,Classe 1,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Citroën,C1,1.0 VTi Feel ETG,Gasolina,Março,2019,87 027 km,998 cm3,72 cv,Citadino,Cinzento,Automática,5,5,4,,,18 Meses,,,Sim,,,Usados,Mostrar VIN,11 750,8091259321,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c1-1-0-vti-feel-etg-ID8PA6aB.html,,Sim,,Classe 1,,14 Março 2025,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,Panda,1.0 Hybrid City Life,Gasolina,Março,2022,50 388 km,999 cm3,70 cv,Citadino,Branco,Manual,6,5,5,Tracção dianteira,125 g/km,24 Meses,1,,Sim,,,Usados,Mostrar VIN,13 250,8091814518,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-0-hybrid-city-life-ID8PCqBo.html,Sim,Sim,,Classe 1,109 €,,Nacional,,Sim,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,108,1.0 VTi Style,Gasolina,Fevereiro,2021,75 659 km,998 cm3,69 cv,Citadino,Cinzento,Manual,,5,5,,,18 Meses,,,Sim,,,Usados,,10 390,8091825821,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-108-1-0-vti-style-ID8PCtxH.html,,Sim,Metalizado,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Citroën,C4 Cactus,1.2 PureTech Origins,Gasolina,Novembro,2019,100 364 km,1 199 cm3,110 cv,Utilitário,Preto,Manual,,5,5,,,18 Meses,,,Sim,,,Usados,,12 990,8091839765,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-origins-ID8PCxaB.html,,Sim,Metalizado,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,308 SW,1.6 BlueHDi Allure EAT6,Diesel,Novembro,2017,165 000 km,1 560 cm3,120 cv,Carrinha,Preto,Automática,,5,5,,,18 Meses,,Sim,,"4,50 l/100km",,Usados,,14 000,8088418071,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-allure-eat6-ID8Pob1Z.html,Sim,Sim,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Particular,Kia,Rio,1.4 CRDi TX Prime,Diesel,Novembro,2017,149 000 km,1 396 cm3,90 cv,Citadino,Cinzento,Manual,6,5,5,Tracção dianteira,,,1,Sim,Sim,"4,30 l/100km",,Usados,,10 450,8091871715,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-rio-1-4-crdi-tx-prime-ID8PCFtW.html,Sim,,Metalizado,Classe 1,,1 Novembro 2025,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Twingo,1.0 SCe Limited,Gasolina,Fevereiro,2019,72 883 km,999 cm3,70 cv,Citadino,Preto,Manual,5,5,4,Tracção dianteira,,24 Meses,1,,Sim,,,Usados,Mostrar VIN,11 900,8091022165,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-twingo-1-0-sce-limited-ID8Pz6tw.html,Sim,Sim,Metalizado,Classe 1,108 €,,Nacional,,Sim,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Nissan,Micra,1.2 Naru Edition,Gasolina,Dezembro,2015,108 124 km,1 198 cm3,80 cv,Citadino,Preto,Manual,5,5,5,Tracção dianteira,115 g/km,18 Meses,1,Sim,Sim,"6,10 l/100km","4,30 l/100km",Usados,,9 850,8091867683,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-2-naru-edition-ID8PCEqT.html,Sim,Sim,Metalizado,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Opel,Corsa,1.3 CDTi Business Edition,Diesel,Junho,2014,137 000 km,1 248 cm3,95 cv,Citadino,Preto,Manual,5,5,5,Tracção dianteira,88 g/km,18 Meses,1,Sim,Sim,"3,80 l/100km","3,10 l/100km",Usados,Mostrar VIN,8 450,8091570914,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-3-cdti-business-edition-ID8PBpei.html,,,Metalizado,Classe 1,,23 Junho 2024,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Opel,Astra Sports Tourer,1.5 D GS Line S/S,Diesel,Novembro,2019,89 000 km,1 496 cm3,122 cv,Carrinha,Cinzento,Manual,6,5,5,,,18 Meses,,,,,,Usados,,14 900,8091877120,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-5-d-gs-line-s-s-ID8PCGT6.html,,Sim,Metalizado,,,,Nacional,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,500C,1.2 Collezione S&S,Gasolina,Junho,2019,40 000 km,1 242 cm3,69 cv,Cabrio,Preto,Manual,,2,5,,,18 Meses,,Sim,Sim,"6,20 l/100km",,Usados,,14 899,8087701769,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-2-collezione-s-s-ID8PlaGJ.html,,,Metalizado,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Particular,Volvo,V40 Cross Country,D2 Powershift,Diesel,Dezembro,2014,159 000 km,1 560 cm3,115 cv,Sedan,Preto,Automática,6,5,5,Tracção dianteira,108 g/km,,,Sim,Sim,"4,50 l/100km","3,90 l/100km",Usados,,14 590,8089628482,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v40-cross-country-d2-powershift-ID8PtfUK.html,,,Metalizado,Classe 1,145 €,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio,0.9 TCe Limited,Gasolina,Maio,2019,104 000 km,898 cm3,90 cv,Citadino,Branco,Manual,5,5,5,Tracção dianteira,132 g/km,18 Meses,,Sim,Sim,"6,30 l/100km","4,20 l/100km",Usados,Mostrar VIN,14 980,8091652916,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-limited-ID8PBKyU.html,Sim,Sim,Metalizado,Classe 1,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio Sport Tourer,0.9 TCE,Gasolina,Março,2015,109 200 km,898 cm3,90 cv,Carrinha,Preto,Manual,5,5,5,Tracção dianteira,105 g/km,18 Meses,,Sim,Sim,"5,70 l/100km","4,10 l/100km",Usados,Mostrar VIN,12 900,8091652936,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-0-9-tce-ID8PBKze.html,,,Metalizado,Classe 1,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Opel,Zafira,1.6 CDTi Cosmo,Diesel,Fevereiro,2016,170 000 km,1 598 cm3,136 cv,Monovolume,Cinzento,Manual,6,5,7,,,18 Meses,,,Sim,,,Usados,Mostrar VIN,12 900,8091763716,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-zafira-1-6-cdti-cosmo-ID8PCdo0.html,Sim,Sim,,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Nissan,Micra,0.9 IG-T N-Connecta Skyline S/S,Gasolina,Outubro,2019,59 873 km,898 cm3,90 cv,Citadino,Cinzento,Manual,5,5,,Tracção dianteira,104 g/km,18 Meses,,Sim,Sim,"5,80 l/100km","3,90 l/100km",Usados,,14 749,8091137827,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-0-9-ig-t-n-connecta-skyline-s-s-ID8PzAz1.html,,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,VW,Golf,1.2 TSi Trendline,Gasolina,Novembro,2014,90 000 km,1 197 cm3,85 cv,Utilitário,Branco,Manual,,5,5,,,18 Meses,1,Sim,Sim,"5,90 l/100km",,Usados,,14 999,8087927795,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-2-tsi-trendline-ID8Pm7uj.html,,,Metalizado,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Intens,Diesel,Julho,2016,94 100 km,1 461 cm3,110 cv,Carrinha,Preto,Manual,6,5,5,Tracção dianteira,95 g/km,18 Meses,,Sim,Sim,"4,20 l/100km","3,40 l/100km",Usados,Mostrar VIN,14 900,8091651743,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-intens-ID8PBKfZ.html,,Sim,,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,SEAT,Leon ST,,Diesel,Setembro,2014,118 000 km,1 598 cm3,105 cv,Carrinha,Cinzento,Manual,5,5,5,Tracção dianteira,,18 Meses,,,,,,Usados,Mostrar VIN,12 500,8091877118,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-st-ID8PCGT4.html,,Sim,,,,12 Setembro 2024,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Dacia,Duster,1.5 dCi Tour,Diesel,Novembro,2016,139 872 km,1 461 cm3,90 cv,SUV / TT,Branco,Manual,6,5,5,Tracção dianteira,123 g/km,18 Meses,,Sim,Sim,"5,20 l/100km","4,50 l/100km",Usados,,14 899,8089914786,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-5-dci-tour-ID8Pusoy.html,,,Metalizado,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mazda,CX-3,1.5 Sky.Special Edition Navi,Diesel,Outubro,2015,189 742 km,1 499 cm3,105 cv,SUV / TT,Cinzento,Manual,6,5,,Tracção dianteira,105 g/km,18 Meses,1,Sim,Sim,"4,40 l/100km","3,80 l/100km",Usados,,14 899,8090851678,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mazda-cx-3-1-5-sky-special-edition-navi-ID8Pyo7I.html,,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Kia,Rio,1.2 CVVT Easy,Gasolina,Maio,2017,12 500 km,1 248 cm3,84 cv,Utilitário,Cinzento,Manual,,5,5,,,36 Meses,,Sim,,,,Usados,Mostrar VIN,12 900,8091920795,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-rio-1-2-cvvt-easy-ID8PCSfx.html,,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Particular,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Novembro,2019,61 800 km,1 499 cm3,130 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção dianteira,96 g/km,,,Sim,Sim,"4,20 l/100km","3,30 l/100km",Usados,Mostrar VIN,14 490,8091934901,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-style-ID8PCWW3.html,,,,,,8 Novembro 2025,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Limited EDC,Diesel,Agosto,2017,149 000 km,1 461 cm3,110 cv,Carrinha,Azul,Automática,,5,5,,,18 Meses,,,Sim,,,Usados,,14 990,8090326018,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-limited-edc-ID8Pvbnk.html,,Sim,,Classe 1,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Nissan,Micra,0.9 IG-T Tekna S/S,Gasolina,Junho,2018,81 000 km,898 cm3,90 cv,Citadino,Prateado,Manual,5,5,5,,,18 Meses,,Sim,Sim,,,Usados,,13 990,8090617255,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-0-9-ig-t-tekna-s-s-ID8Pxp8H.html,,Sim,,Classe 1,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Smart,ForTwo Coupé,1.0 mhd Passion 71,Gasolina,Abril,2014,107 378 km,999 cm3,71 cv,Pequeno citadino,Preto,Automática,6,2,2,Tracção traseira,,18 Meses,,,Sim,,,Usados,,8 900,8088008313,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-1-0-mhd-passion-71-ID8PmsqZ.html,Sim,Sim,,Classe 1,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Alfa Romeo,MiTo,0.9 T TwinAir,Gasolina,Maio,2018,42 000 km,875 cm3,105 cv,Utilitário,Vermelho,Manual,6,3,5,Tracção dianteira,99 g/km,18 Meses,,Sim,Sim,5 l/100km,"3,80 l/100km",Usados,Mostrar VIN,12 900,8090380341,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-mito-0-9-t-twinair-ID8Pvpww.html,,,,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Citroën,C3,1.2 PureTech Shine,Gasolina,Junho,2019,91 542 km,1 199 cm3,83 cv,Citadino,Cinzento,Manual,5,5,5,Tracção dianteira,123 g/km,18 Meses,,Sim,Sim,,,Usados,Mostrar VIN,12 800,8091634003,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-shine-ID8PBFDR.html,,,Metalizado,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,500C,1.2 Lounge,Gasolina,Junho,2019,39 000 km,1 242 cm3,69 cv,Cabrio,Cinzento,Manual,5,2,4,,115 g/km,18 Meses,,Sim,Sim,"6,10 l/100km","4,50 l/100km",Usados,,13 990,8091628808,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-2-lounge-ID8PBEi4.html,Sim,Sim,Metalizado,Classe 1,,,Nacional,Sim,,,,"5,10 l/100km",,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,Tipo,1.3 Multijet Life,Diesel,Junho,2020,112 095 km,1 248 cm3,95 cv,Utilitário,Azul,Manual,5,5,5,,,18 Meses,,Sim,Sim,,,Usados,,13 490,8091233349,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-multijet-life-ID8PzZpH.html,Sim,Sim,,Classe 1,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,500,1.2 Lounge S&S,Gasolina,Março,2019,77 590 km,1 242 cm3,69 cv,Citadino,Cinzento,Manual,5,3,4,Tracção dianteira,99 g/km,36 Meses,,,,"6,20 l/100km","4,20 l/100km",Usados,Mostrar VIN,12 450,8090670284,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-s-s-ID8PxCV0.html,,Sim,Metalizado,Classe 1,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
